Sr.No,"School Code","School Name",City,E3,M3,S3,H3,SS3,E4,M4,S4,H4,SS4,E5,M5,S5,H5,SS5,E6,M6,S6,H6,SS6,E7,M7,S7,H7,SS7,E8,M8,S8,H8,SS8,E9,M9,S9,H9,SS9,E10,M10,S10,H10,SS10
1,437634,"Nand Vidya Niketan",Jamnagar,211,211,211,0,0,170,170,170,0,0,155,155,155,0,0,143,143,143,0,0,143,143,143,0,0,102,102,102,0,0,127,127,127,0,0,0,0,0,0,0
2,650967,"Deens Academy -Whitefield",Bangalore,150,150,150,0,0,149,149,149,0,0,148,148,148,0,0,151,151,151,0,0,146,146,146,0,0,120,120,120,0,0,88,88,88,0,0,59,59,59,0,0
