Sr.No,"School Code","School Name",City,E3,M3,S3,H3,SS3,E4,M4,S4,H4,SS4,E5,M5,S5,H5,SS5,E6,M6,S6,H6,SS6,E7,M7,S7,H7,SS7,E8,M8,S8,H8,SS8,E9,M9,S9,H9,SS9,E10,M10,S10,H10,SS10
1,12091,"Christian Higher Secondary School",Dimapur,150,150,150,0,0,161,161,161,0,0,165,165,165,0,0,151,151,151,0,0,189,189,189,0,0,173,173,173,0,0,180,180,180,0,0,149,149,149,0,0
2,12539,"Mahadevi Birla World Academy (Junior Wing)",Kolkata,200,200,200,0,0,240,240,240,0,0,248,248,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
