Sr.No.,"School Code","School Name",City,E3,M3,S3,E4,M4,S4,E5,M5,S5,E6,M6,S6,E7,M7,S7,E8,M8,S8,E9,M9,S9,E10,M10,S10,SS5,SS6,SS7,SS8,SS9,SS10,H4,H5,H6,H7,H8,Flag
1,6019,"Padma Seshadri Bala Bhavan Senior Secondary School, T. Nagar",Chennai,142,142,142,132,132,132,136,136,136,136,136,136,130,130,130,132,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,19872,"Padma Seshadri Bala Bhavan Senior Secondary School, K.K.Nagar",Chennai,324,324,324,338,338,338,326,326,326,340,340,340,336,336,336,320,320,320,331,331,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,61544,"Little Flower School",Guwahati,9,24,17,28,24,10,6,2,3,1,2,2,2,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0
4,471730,"Apollo Convent",Bangalore,148,148,148,131,131,131,120,120,120,106,106,106,117,117,117,83,83,83,93,93,93,71,71,71,0,0,0,0,0,0,0,0,0,0,0
5,492912,"Gopalan International School",Bangalore,124,124,124,80,80,80,79,79,79,66,66,66,37,37,37,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2500618,"Tree House International School",Kalyan,175,175,175,140,140,140,57,57,57,40,40,40,12,12,12,22,22,22,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,2519153,"Tree House High School (CBSE)",Vadodara,69,69,69,48,48,48,34,34,34,34,34,34,21,21,21,38,38,38,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2544555,"Tree House High School","Virar (West)",176,176,176,111,111,111,82,82,82,46,46,46,25,25,25,25,25,25,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,2544615,"Tree House High School",Pune,302,302,302,202,202,202,120,120,120,75,75,75,46,46,46,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2864031,"Tree House High School, Sus",Pune,12,12,12,18,18,18,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3331181,"Tree House High School,Manjri",Pune,68,68,68,41,41,41,26,26,26,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3392240,"Tree House High School, Vasai West","Thane District",47,47,47,39,39,39,25,25,25,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
